"Sample","Group3","LAMP2","STAG2","LAMP2_log2FC","LAMP2_foldchange","STAG2_log2FC","STAG2_foldchange","LAMP2_pval","STAG2_pval"
"GSM363045","Control",5.3675,5.049,-2.99218863636364,0.125678638646114,-1.71384090909091,0.304847388228218,2.54e-06,2.43e-11
"GSM363046","Control",8.009,6.727,-0.350688636363635,0.784209684595762,-0.0358409090909086,0.9754630232358,2.54e-06,2.43e-11
"GSM363047","Control",8.441,6.993,0.0813113636363632,1.05797927294188,0.230159090909091,1.1729642888783,2.54e-06,2.43e-11
"GSM363058","Control",7.621,5.256,-0.738688636363636,0.59928383464641,-1.50684090909091,0.351880894799927,2.54e-06,2.43e-11
"GSM363059","Control",8.1015,6.92,-0.258188636363636,0.836137065534261,0.157159090909091,1.11508917663972,2.54e-06,2.43e-11
"GSM363060","Control",7.9595,6.393,-0.400188636363636,0.757759197668241,-0.369840909090909,0.773867829114508,2.54e-06,2.43e-11
"GSM363061","Control",8.1785,7.058,-0.181188636363636,0.881976036853339,0.295159090909091,1.22702027751004,2.54e-06,2.43e-11
"GSM363062","Control",8.228,6.745,-0.131688636363636,0.912762460436138,-0.0178409090909089,0.987709773570055,2.54e-06,2.43e-11
"GSM363063","Control",7.819,5.652,-0.540688636363637,0.687442696228088,-1.11084090909091,0.46302406769374,2.54e-06,2.43e-11
"GSM363064","Control",8.213,6.245,-0.146688636363637,0.903321444696545,-0.517840909090909,0.698416278735615,2.54e-06,2.43e-11
"GSM363065","Control",8.1325,7.167,-0.227188636363636,0.854298031758159,0.404159090909091,1.32331735858687,2.54e-06,2.43e-11
"GSM363066","Control",8.6495,7.167,0.289811363636364,1.22248042454771,0.404159090909091,1.32331735858687,2.54e-06,2.43e-11
"GSM363067","Control",8.611,6.871,0.251311363636365,1.19028855764816,0.108159090909091,1.07785199691111,2.54e-06,2.43e-11
"GSM363068","Control",8.299,7.095,-0.0606886363636363,0.958806346542972,0.332159090909091,1.25889598861082,2.54e-06,2.43e-11
"GSM363088","Control",8.467,6.937,0.107311363636365,1.07721883736716,0.174159090909091,1.12830655281338,2.54e-06,2.43e-11
"GSM363089","Control",8.585,7.034,0.225311363636363,1.16902952225521,0.271159090909091,1.20677698780339,2.54e-06,2.43e-11
"GSM363090","Control",8.3455,6.741,-0.0141886363636345,0.990213390330827,-0.0218409090909093,0.984975053469935,2.54e-06,2.43e-11
"GSM363091","Control",9.1315,7.367,0.771811363636363,1.70741216532742,0.604159090909091,1.52009247294776,2.54e-06,2.43e-11
"GSM363092","Control",8.2015,7.003,-0.158188636363636,0.89614951788259,0.240159090909091,1.18112290070433,2.54e-06,2.43e-11
"GSM363093","Control",7.8735,7.234,-0.486188636363636,0.713908638212265,0.471159090909091,1.38622274073803,2.54e-06,2.43e-11
"GSM363094","Control",8.214,7.121,-0.145688636363637,0.903947796460978,0.358159090909091,1.28178926364658,2.54e-06,2.43e-11
"GSM363095","Control",8.6655,7.129,0.305811363636364,1.23611362508141,0.366159090909091,1.28891675590098,2.54e-06,2.43e-11
"GSM363096","Control",8.6925,7.048,0.332811363636365,1.25946529061343,0.285159090909091,1.21854462934429,2.54e-06,2.43e-11
"GSM363097","Control",8.4935,6.933,0.133811363636365,1.09718846777555,0.170159090909091,1.12518255557083,2.54e-06,2.43e-11
"GSM363103","Control",8.6315,7.559,0.271811363636363,1.20732272038343,0.796159090909091,1.7364719313346,2.54e-06,2.43e-11
