"Sample","Group","CMA_score"
"GSM363259","Control_M",0.05518388415425
"GSM363261","Control_M",-0.371902099193993
"GSM363262","Control_M",0.0877736686328511
"GSM363276","Control_M",-0.0792708667002878
"GSM363277","Control_M",-0.368755610700999
"GSM363278","Control_M",-0.244111415737458
"GSM363279","Control_M",-0.132326534995223
"GSM363280","Control_M",-0.0170412827132607
"GSM363281","Control_M",0.0256998414903325
"GSM363282","Control_M",0.11996233220129
"GSM363283","Control_M",0.107257109218321
"GSM363284","Control_M",0.150302966349546
"GSM363285","Control_M",-0.00551788572451761
"GSM363286","Control_M",0.163149555622801
"GSM363287","Control_M",0.133475384717156
"GSM363299","Control_M",-0.054670441958848
"GSM363300","Control_M",0.0359703111664548
"GSM363301","Control_M",-0.055730352768023
"GSM363302","Control_M",-0.0953314980599379
"GSM363303","Control_M",0.141850157870999
"GSM363304","Control_M",0.0409872150785539
"GSM363305","Control_M",0.114651291046315
"GSM363306","Control_M",-0.320692697196303
"GSM363308","Control_M",-1.0574356697133
"GSM363318","Control_M",-0.19316794887574
"GSM363319","Control_M",-0.121609117501083
"GSM363321","Control_M",-0.0458968757868396
"GSM363323","Control_M",-0.397998438133202
"GSM363325","Control_M",-0.300432019192062
"GSM363342","Control_M",-0.182040337615418
"GSM363347","Control_M",0.264604939233997
"GSM363349","Control_M",0.288198691083087
"GSM363351","Control_M",-0.131734284273989
"GSM363353","Control_M",0.320345597899546
"GSM363356","Control_M",-0.384036235195918
"GSM363359","Control_M",-0.147007645874459
"GSM363361","Control_M",0.230881974981877
"GSM363363","Control_M",-0.0763820370150678
"GSM363365","Control_M",-0.194630429837018
"GSM363367","Control_M",-0.00819585378011515
"GSM363369","Control_M",0.425000909883746
"GSM363370","Control_M",-0.682028751377033
"GSM363373","Control_M",-0.23634709935268
"GSM363374","Control_M",0.163890547855579
"GSM363375","Control_M",0.465172457285425
"GSM363380","Control_M",-0.126194156356902
"GSM363382","Control_M",0.215458875319894
"GSM363397","Control_M",0.105192359394492
"GSM363402","Control_M",-0.348712629496978
"GSM363417","Control_M",-0.26027074058369
"GSM362958","HCC_M",-0.242423587845294
"GSM362959","HCC_M",0.0439457694938746
"GSM362960","HCC_M",-0.253331332969123
"GSM362964","HCC_M",-0.0477945297464809
"GSM362965","HCC_M",-0.400050355418894
"GSM362966","HCC_M",-0.557047905819726
"GSM362970","HCC_M",-0.30147766521493
"GSM362971","HCC_M",-0.416210328633642
"GSM362972","HCC_M",-0.0128483922038959
"GSM362976","HCC_M",0.296354024834456
"GSM362977","HCC_M",0.0215569700399078
"GSM362978","HCC_M",-0.055883020576068
"GSM362982","HCC_M",0.321427763161361
"GSM362983","HCC_M",0.0280820939716381
"GSM362984","HCC_M",-0.255960686379799
"GSM362986","HCC_M",0.100822176362701
"GSM362987","HCC_M",0.231441940248056
"GSM362993","HCC_M",0.0980332154790211
"GSM362994","HCC_M",-0.227610469124169
"GSM363009","HCC_M",-0.298090742393778
"GSM363010","HCC_M",0.0907660228752951
"GSM363011","HCC_M",-0.151495998033284
"GSM363012","HCC_M",0.271799696986567
"GSM363013","HCC_M",0.141516986762814
"GSM363014","HCC_M",0.627306991561125
"GSM363015","HCC_M",0.246547780134328
"GSM363016","HCC_M",-0.074426142651431
"GSM363017","HCC_M",-0.0370222524730092
"GSM363029","HCC_M",0.259435002273885
"GSM363030","HCC_M",-0.132047251381729
"GSM363031","HCC_M",-0.0211750051024447
"GSM363032","HCC_M",-0.0844145646616049
"GSM363033","HCC_M",-0.173521648635325
"GSM363035","HCC_M",-0.196770015236971
"GSM363036","HCC_M",-0.318625009412386
"GSM363037","HCC_M",-0.0965380311937975
"GSM363038","HCC_M",-0.235288817655884
"GSM363039","HCC_M",0.527794759098901
"GSM363048","HCC_M",-0.039267457091165
"GSM363049","HCC_M",0.337956929239583
"GSM363050","HCC_M",-0.167868941155768
"GSM363051","HCC_M",-0.469780408180514
"GSM363052","HCC_M",-0.17705251285588
"GSM363054","HCC_M",0.324447946672619
"GSM363057","HCC_M",0.91327891258993
"GSM363069","HCC_M",0.0323607441999213
"GSM363070","HCC_M",0.324147725903186
"GSM363071","HCC_M",-0.131500609986412
"GSM363072","HCC_M",0.103194106374709
"GSM363073","HCC_M",0.0901122138470701
"GSM363074","HCC_M",-0.103679500006481
"GSM363076","HCC_M",-0.553572754351486
"GSM363077","HCC_M",-0.0654223620210461
"GSM363078","HCC_M",0.664586940882529
"GSM363079","HCC_M",0.317180526132934
"GSM363080","HCC_M",-0.0145170604272193
"GSM363081","HCC_M",-0.848731765779371
"GSM363082","HCC_M",0.173093905501259
"GSM363083","HCC_M",0.0541576723007824
"GSM363084","HCC_M",0.157248483806392
"GSM363085","HCC_M",0.330135152761268
"GSM363086","HCC_M",0.418864627882806
"GSM363087","HCC_M",0.0398643467491891
"GSM363098","HCC_M",-0.235057876290313
"GSM363099","HCC_M",0.124391862304157
"GSM363100","HCC_M",0.490236231005719
"GSM363101","HCC_M",-0.207121488709249
"GSM363102","HCC_M",-0.314880825592813
"GSM363104","HCC_M",0.103407367352942
"GSM363105","HCC_M",0.0273248344108142
"GSM363106","HCC_M",0.343141814829578
"GSM363108","HCC_M",0.362895863242237
"GSM363109","HCC_M",0.144577521584168
"GSM363115","HCC_M",0.351723517015298
"GSM363121","HCC_M",0.0694787739022062
"GSM363122","HCC_M",-0.136811555080736
"GSM363123","HCC_M",-0.220539315562083
"GSM363124","HCC_M",-0.133864372806976
"GSM363125","HCC_M",0.175461901421135
"GSM363126","HCC_M",-0.860939227403012
"GSM363127","HCC_M",0.202845814228503
"GSM363128","HCC_M",-0.229525695817015
"GSM363129","HCC_M",0.413477117269793
"GSM363130","HCC_M",0.567116583422558
"GSM363142","HCC_M",-0.065332127441776
"GSM363144","HCC_M",0.162776349946267
"GSM363145","HCC_M",-0.0332488641661797
"GSM363146","HCC_M",-0.0677858977878392
"GSM363147","HCC_M",0.379569908273085
"GSM363148","HCC_M",-0.144900349277684
"GSM363149","HCC_M",0.588632650918313
"GSM363150","HCC_M",0.309201919546228
"GSM363152","HCC_M",0.709984309841943
